Year,Category,Film,FilmId,Winner,Nominees,Song
1958,Best Supporting Actor,The Brothers Karamazov,tt0051435,,Lee J. Cobb,Fyodor Karamazov
1958,Best Supporting Actor,The Big Country,tt0051411,TRUE,Burl Ives,Rufus Hannassey
1958,Best Supporting Actor,Some Came Running,tt0052218,,Arthur Kennedy,Frank Hirsh
1958,Best Supporting Actor,Teacher's Pet,tt0052278,,Gig Young,Dr. Hugo Pine
1958,Best Supporting Actress,Auntie Mame,tt0051383,,Peggy Cass,Agnes Gooch
1958,Best Supporting Actress,Separate Tables,tt0052182,TRUE,Wendy Hiller,Pat Cooper
1958,Best Supporting Actress,Some Came Running,tt0052218,,Martha Hyer,Gwen French
1958,Best Supporting Actress,Lonelyhearts,tt0053017,,Maureen Stapleton,Fay Doyle
1958,Best Supporting Actress,The Defiant Ones,tt0051525,,Cara Williams,The Woman
1958,Best Visual Effects,tom thumb,tt0052427,TRUE,Visual Effects by Tom Howard,
1958,Best Visual Effects,Torpedo Run,tt0052303,,Visual Effects by A. Arnold Gillespie; Audible Effects by Harold Humbrock,
1959,Best Adapted Screenplay,Anatomy of a Murder,tt0052561,,Wendell Mayes,
1959,Best Adapted Screenplay,Ben-Hur,tt0052618,,Karl Tunberg,
1959,Best Adapted Screenplay,The Nun's Story,tt0053131,,Robert Anderson,
1959,Best Adapted Screenplay,Room at the Top,tt0053226,TRUE,Neil Paterson,
1959,Best Adapted Screenplay,Some Like It Hot,tt0053291,,"Billy Wilder, I. A. L. Diamond",
1959,Best Cinematography,Anatomy of a Murder,tt0052561,,Sam Leavitt,
1959,Best Cinematography,Career,tt0052673,,Joseph LaShelle,
1959,Best Cinematography,The Diary of Anne Frank,tt0052738,TRUE,William C. Mellor,
1959,Best Cinematography,Some Like It Hot,tt0053291,,"Charles Lang, Jr.",
1959,Best Cinematography,The Young Philadelphians,tt0053462,,"Harry Stradling, Sr.",
1959,Best Cinematography,Ben-Hur,tt0052618,TRUE,Robert L. Surtees,
1959,Best Cinematography,The Big Fisherman,tt0052627,,Lee Garmes,
1959,Best Cinematography,The Five Pennies,tt0052809,,Daniel L. Fapp,
1959,Best Cinematography,The Nun's Story,tt0053131,,Franz Planer,
1959,Best Cinematography,Porgy and Bess,tt0053182,,Leon Shamroy,
1959,Best Costume Design,Career,tt0052673,,Edith Head,
1959,Best Costume Design,The Diary of Anne Frank,tt0052738,,"Charles LeMaire, Mary Wills",
1959,Best Costume Design,The Gazebo,tt0052837,,Helen Rose,
1959,Best Costume Design,Some Like It Hot,tt0053291,TRUE,Orry-Kelly,
1959,Best Costume Design,The Young Philadelphians,tt0053462,,Howard Shoup,
1959,Best Costume Design,Ben-Hur,tt0052618,TRUE,Elizabeth Haffenden,
1959,Best Costume Design,The Best of Everything,tt0052619,,Adele Palmer,
1959,Best Costume Design,The Big Fisherman,tt0052627,,Renie,
1959,Best Costume Design,The Five Pennies,tt0052809,,Edith Head,
1959,Best Costume Design,Porgy and Bess,tt0053182,,Irene Sharaff,
1959,Best Director,Ben-Hur,tt0052618,TRUE,William Wyler,
1959,Best Director,The Diary of Anne Frank,tt0052738,,George Stevens,
1959,Best Director,The Nun's Story,tt0053131,,Fred Zinnemann,
1959,Best Director,Room at the Top,tt0053226,,Jack Clayton,
1959,Best Director,Some Like It Hot,tt0053291,,Billy Wilder,
1959,Best Film Editing,Anatomy of a Murder,tt0052561,,Louis R. Loeffler,
1959,Best Film Editing,Ben-Hur,tt0052618,TRUE,"Ralph E. Winters, John D. Dunning",
1959,Best Film Editing,North by Northwest,tt0053125,,George Tomasini,
1959,Best Film Editing,The Nun's Story,tt0053131,,Walter Thompson,
1959,Best Film Editing,On the Beach,tt0053137,,Frederic Knudtson,
1959,Best Leading Actor,Room at the Top,tt0053226,,Laurence Harvey,Joe Lampton
1959,Best Leading Actor,Ben-Hur,tt0052618,TRUE,Charlton Heston,Judah Ben-Hur
1959,Best Leading Actor,Some Like It Hot,tt0053291,,Jack Lemmon,Jerry/Daphne
1959,Best Leading Actor,The Last Angry Man,tt0052990,,Paul Muni,Dr. Sam Abelman
1959,Best Leading Actor,Anatomy of a Murder,tt0052561,,James Stewart,Paul Biegler
1959,Best Leading Actress,Pillow Talk,tt0053172,,Doris Day,Jan Morrow
1959,Best Leading Actress,The Nun's Story,tt0053131,,Audrey Hepburn,Sister Luke
1959,Best Leading Actress,"Suddenly, Last Summer",tt0053318,,Katharine Hepburn,Mrs. Venable
1959,Best Leading Actress,Room at the Top,tt0053226,TRUE,Simone Signoret,Alice Aisgill
1959,Best Leading Actress,"Suddenly, Last Summer",tt0053318,,Elizabeth Taylor,Catherine Holly
1959,Best Original Score,Ben-Hur,tt0052618,TRUE,Miklos Rozsa,
1959,Best Original Score,The Diary of Anne Frank,tt0052738,,Alfred Newman,
1959,Best Original Score,The Nun's Story,tt0053131,,Franz Waxman,
1959,Best Original Score,On the Beach,tt0053137,,Ernest Gold,
1959,Best Original Score,Pillow Talk,tt0053172,,Frank DeVol,
1959,Best Original Screenplay,The 400 Blows,tt0053198,,"Francois Truffaut, Marcel Moussy",
1959,Best Original Screenplay,North by Northwest,tt0053125,,Ernest Lehman,
1959,Best Original Screenplay,Operation Petticoat,tt0053143,,"Story by Paul King, Joseph Stone; Screenplay by Stanley Shapiro, Maurice Richlin",
1959,Best Original Screenplay,Pillow Talk,tt0053172,TRUE,"Story by Russell Rouse, Clarence Greene; Screenplay by Stanley Shapiro, Maurice Richlin",
1959,Best Original Screenplay,Wild Strawberries,tt0050986,,Ingmar Bergman,
1959,Best Original Song,The Best of Everything,tt0052619,,Music by Alfred Newman; Lyrics by Sammy Cahn,The Best Of Everything
1959,Best Original Song,The Five Pennies,tt0052809,,Music and Lyrics by Sylvia Fine,The Five Pennies
1959,Best Original Song,The Hanging Tree,tt0052876,,Music by Jerry Livingston; Lyrics by Mack David,The Hanging Tree
1959,Best Original Song,A Hole in the Head,tt0052896,TRUE,Music by James Van Heusen; Lyrics by Sammy Cahn,High Hopes
1959,Best Original Song,The Young Land,tt0053461,,Music by Dimitri Tiomkin; Lyrics by Ned Washington,Strange Are The Ways Of Love
1959,Best Picture,Anatomy of a Murder,tt0052561,,"Otto Preminger, Producer",
1959,Best Picture,Ben-Hur,tt0052618,TRUE,"Sam Zimbalist, Producer",
1959,Best Picture,The Diary of Anne Frank,tt0052738,,"George Stevens, Producer",
1959,Best Picture,The Nun's Story,tt0053131,,"Henry Blanke, Producer",
1959,Best Picture,Room at the Top,tt0053226,,"John Woolf and James Woolf, Producers",
1959,Best Production Design,Career,tt0052673,,"Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Arthur Krams",
1959,Best Production Design,The Diary of Anne Frank,tt0052738,TRUE,"Art Direction: Lyle R. Wheeler, George W. Davis; Set Decoration: Walter M. Scott, Stuart A. Reiss",
1959,Best Production Design,The Last Angry Man,tt0052990,,Art Direction: Carl Anderson; Set Decoration: William Kiernan,
1959,Best Production Design,Some Like It Hot,tt0053291,,Art Direction: Ted Haworth; Set Decoration: Edward G. Boyle,
1959,Best Production Design,"Suddenly, Last Summer",tt0053318,,"Art Direction: Oliver Messel, William Kellner; Set Decoration: Scot Slimon",
1959,Best Production Design,Ben-Hur,tt0052618,TRUE,"Art Direction: William A. Horning, Edward Carfagno; Set Decoration: Hugh Hunt",
1959,Best Production Design,The Big Fisherman,tt0052627,,Art Direction: John DeCuir; Set Decoration: Julia Heron,
1959,Best Production Design,Journey to the Center of the Earth,tt0052948,,"Art Direction: Lyle R. Wheeler, Franz Bachelin, Herman A. Blumenthal; Set Decoration: Walter M. Scott, Joseph Kish",
1959,Best Production Design,North by Northwest,tt0053125,,"Art Direction: William A. Horning, Robert Boyle, Merrill Pye; Set Decoration: Henry Grace, Frank McKelvy",
1959,Best Production Design,Pillow Talk,tt0053172,,"Art Direction: Richard H. Riedel; Set Decoration: Russell A. Gausman, Ruby R. Levitt",
1959,Best Short Film,Donald in Mathmagic Land,tt0052751,,"Walt Disney, Producer",
1959,Best Short Film,From Generation to Generation,tt0052827,,"Edward F. Cullen, Producer",
1959,Best Short Film,Glass,tt0052852,TRUE,"Bert Haanstra, Producer",
1959,Best Short Film,Mexicali Shmoes,tt0053064,,"John W. Burton, Producer",
1959,Best Short Film,Moonbird,tt0053080,TRUE,"John Hubley, Producer",
1959,Best Short Film,Noah's Ark,tt0053120,,"Walt Disney, Producer",
1959,Best Short Film,The Violinist,tt0053425,,"Ernest Pintoff, Producer",
1959,Best Short Film,Between the Tides,tt0052621,,"Ian Ferguson, Producer",
1959,Best Short Film,The Golden Fish,tt0052855,TRUE,"Jacques-Yves Cousteau, Producer",
1959,Best Short Film,Mysteries of the Deep,tt0053090,,"Walt Disney, Producer",
1959,Best Short Film,"The Running, Jumping and Standing-Still Film",tt0053231,,"Peter Sellers, Producer",
1959,Best Short Film,Skyscraper,tt0053282,,"Shirley Clarke, Willard Van Dyke and Irving Jacoby, Producers",
1959,Best Sound,Ben-Hur,tt0052618,TRUE,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",
1959,Best Sound,Journey to the Center of the Earth,tt0052948,,"20th Century-Fox Studio Sound Department, Carl Faulkner, Sound Director",
1959,Best Sound,Libel!,tt0053003,,"Metro-Goldwyn-Mayer London Studio Sound Department, A. W. Watkins, Sound Director",
1959,Best Sound,The Nun's Story,tt0053131,,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",
1959,Best Sound,Porgy and Bess,tt0053182,,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",
1959,Best Supporting Actor,Ben-Hur,tt0052618,TRUE,Hugh Griffith,Sheik Ilderim
1959,Best Supporting Actor,Anatomy of a Murder,tt0052561,,Arthur O'Connell,Parnell McCarthy
1959,Best Supporting Actor,Anatomy of a Murder,tt0052561,,George C. Scott,Claude Dancer
1959,Best Supporting Actor,The Young Philadelphians,tt0053462,,Robert Vaughn,Chester Gwynn
1959,Best Supporting Actor,The Diary of Anne Frank,tt0052738,,Ed Wynn,Mr. Dussell
1959,Best Supporting Actress,Room at the Top,tt0053226,,Hermione Baddeley,Elspeth
1959,Best Supporting Actress,Imitation of Life,tt0052918,,Susan Kohner,Sarah Jane (age 18)
1959,Best Supporting Actress,Imitation of Life,tt0052918,,Juanita Moore,Annie Johnson
1959,Best Supporting Actress,Pillow Talk,tt0053172,,Thelma Ritter,Alma
1959,Best Supporting Actress,The Diary of Anne Frank,tt0052738,TRUE,Shelley Winters,Mrs. Van Daan
1959,Best Visual Effects,Ben-Hur,tt0052618,TRUE,"Visual Effects by A. Arnold Gillespie, Robert MacDonald; Audible Effects by Milo Lory",
1959,Best Visual Effects,Journey to the Center of the Earth,tt0052948,,"Visual Effects by L. B. Abbott, James B. Gordon; Audible Effects by Carl Faulkner",
1960,Best Adapted Screenplay,Inherit the Wind,tt0053946,,"Nedrick Young, Harold Jacob Smith",
1960,Best Adapted Screenplay,Elmer Gantry,tt0053793,TRUE,Richard Brooks,
1960,Best Adapted Screenplay,Sons and Lovers,tt0054326,,"Gavin Lambert, T. E. B. Clarke",
1960,Best Adapted Screenplay,The Sundowners,tt0054353,,Isobel Lennart,
1960,Best Adapted Screenplay,Tunes of Glory,tt0054412,,James Kennaway,
1960,Best Cinematography,The Apartment,tt0053604,,Joseph LaShelle,
1960,Best Cinematography,The Facts of Life,tt0053810,,"Charles B. Lang, Jr.",
1960,Best Cinematography,Inherit the Wind,tt0053946,,Ernest Laszlo,
1960,Best Cinematography,Psycho,tt0054215,,John L. Russell,
1960,Best Cinematography,Sons and Lovers,tt0054326,TRUE,Freddie Francis,
1960,Best Cinematography,The Alamo,tt0053580,,William H. Clothier,
1960,Best Cinematography,Butterfield 8,tt0053622,,"Joseph Ruttenberg, Charles Harten",
1960,Best Cinematography,Exodus,tt0053804,,Sam Leavitt,
1960,Best Cinematography,Pepe,tt0054172,,Joe MacDonald,
1960,Best Cinematography,Spartacus,tt0054331,TRUE,Russell Metty,
1960,Best Costume Design,The Facts of Life,tt0053810,TRUE,"Edith Head, Edward Stevenson",
1960,Best Costume Design,Never on Sunday,tt0054198,,Deni Vachlioti,
1960,Best Costume Design,The Rise and Fall of Legs Diamond,tt0054243,,Howard Shoup,
1960,Best Costume Design,Seven Thieves,tt0054295,,Bill Thomas,
1960,Best Costume Design,The Virgin Spring,tt0053976,,Marik Vos,
1960,Best Costume Design,Can-Can,tt0053690,,Irene Sharaff,
1960,Best Costume Design,Midnight Lace,tt0054084,,Irene,
1960,Best Costume Design,Pepe,tt0054172,,Edith Head,
1960,Best Costume Design,Spartacus,tt0054331,TRUE,"Valles, Bill Thomas",
1960,Best Costume Design,Sunrise at Campobello,tt0054354,,Marjorie Best,
1960,Best Director,The Apartment,tt0053604,TRUE,Billy Wilder,
1960,Best Director,Never on Sunday,tt0054198,,Jules Dassin,
1960,Best Director,Psycho,tt0054215,,Alfred Hitchcock,
1960,Best Director,Sons and Lovers,tt0054326,,Jack Cardiff,
1960,Best Director,The Sundowners,tt0054353,,Fred Zinnemann,
1960,Best Film Editing,The Alamo,tt0053580,,Stuart Gilmore,
1960,Best Film Editing,The Apartment,tt0053604,TRUE,Daniel Mandell,
1960,Best Film Editing,Inherit the Wind,tt0053946,,Frederic Knudtson,
1960,Best Film Editing,Pepe,tt0054172,,"Viola Lawrence, Al Clark",
1960,Best Film Editing,Spartacus,tt0054331,,Robert Lawrence,
1960,Best Leading Actor,Sons and Lovers,tt0054326,,Trevor Howard,Morel
1960,Best Leading Actor,Elmer Gantry,tt0053793,TRUE,Burt Lancaster,Elmer Gantry
1960,Best Leading Actor,The Apartment,tt0053604,,Jack Lemmon,C.C. 'Bud' Baxter
1960,Best Leading Actor,The Entertainer,tt0053796,,Laurence Olivier,Archie Rice
1960,Best Leading Actor,Inherit the Wind,tt0053946,,Spencer Tracy,Henry Drummond
1960,Best Leading Actress,Sunrise at Campobello,tt0054354,,Greer Garson,Eleanor Roosevelt
1960,Best Leading Actress,The Sundowners,tt0054353,,Deborah Kerr,Ida Carmody
1960,Best Leading Actress,The Apartment,tt0053604,,Shirley MacLaine,Fran Kubelik
1960,Best Leading Actress,Never on Sunday,tt0054198,,Melina Mercouri,Ilya
1960,Best Leading Actress,Butterfield 8,tt0053622,TRUE,Elizabeth Taylor,Gloria Wandrous
1960,Best Original Score,The Alamo,tt0053580,,Dimitri Tiomkin,
1960,Best Original Score,Elmer Gantry,tt0053793,,Andre Previn,
1960,Best Original Score,Exodus,tt0053804,TRUE,Ernest Gold,
1960,Best Original Score,The Magnificent Seven,tt0054047,,Elmer Bernstein,
1960,Best Original Score,Spartacus,tt0054331,,Alex North,
1960,Best Original Screenplay,The Angry Silence,tt0053602,,"Story by Richard Gregson, Michael Craig; Screenplay by Bryan Forbes",
1960,Best Original Screenplay,The Apartment,tt0053604,TRUE,"Billy Wilder, I. A. L. Diamond",
1960,Best Original Screenplay,The Facts of Life,tt0053810,,"Norman Panama, Melvin Frank",
1960,Best Original Screenplay,"Hiroshima, Mon Amour",tt0052893,,Marguerite Duras,
1960,Best Original Screenplay,Never on Sunday,tt0054198,,Jules Dassin,
1960,Best Original Song,The Facts of Life,tt0053810,,Music and Lyrics by Johnny Mercer,The Facts Of Life
1960,Best Original Song,Pepe,tt0054172,,Music by Andre Previn; Lyrics by Dory Langdon,Faraway Part Of Town
1960,Best Original Song,The Alamo,tt0053580,,Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster,The Green Leaves Of Summer
1960,Best Original Song,Never on Sunday,tt0054198,TRUE,Music and Lyrics by Manos Hadjidakis,Never On Sunday
1960,Best Original Song,High Time,tt0053912,,Music by James Van Heusen; Lyrics by Sammy Cahn,The Second Time Around
1960,Best Picture,The Alamo,tt0053580,,"John Wayne, Producer",
1960,Best Picture,The Apartment,tt0053604,TRUE,"Billy Wilder, Producer",
1960,Best Picture,Elmer Gantry,tt0053793,,"Bernard Smith, Producer",
1960,Best Picture,Sons and Lovers,tt0054326,,"Jerry Wald, Producer",
1960,Best Picture,The Sundowners,tt0054353,,"Fred Zinnemann, Producer",
1960,Best Production Design,The Apartment,tt0053604,TRUE,Art Direction: Alexander Trauner; Set Decoration: Edward G. Boyle,
1960,Best Production Design,The Facts of Life,tt0053810,,"Art Direction: Joseph McMillan Johnson, Kenneth A. Reid; Set Decoration: Ross Dowd",
1960,Best Production Design,Psycho,tt0054215,,"Art Direction: Joseph Hurley, Robert Clatworthy; Set Decoration: George Milo",
1960,Best Production Design,Sons and Lovers,tt0054326,,Art Direction: Tom Morahan; Set Decoration: Lionel Couch,
1960,Best Production Design,Visit to a Small Planet,tt0054446,,"Art Direction: Hal Pereira, Walter Tyler; Set Decoration: Sam Comer, Arthur Krams",
1960,Best Production Design,Cimarron,tt0053715,,"Art Direction: George W. Davis, Addison Hehr; Set Decoration: Henry Grace, Hugh Hunt, Otto Siegel",
1960,Best Production Design,It Started in Naples,tt0053957,,"Art Direction: Hal Pereira, Roland Anderson; Set Decoration: Sam Comer, Arrigo Breschi",
1960,Best Production Design,Pepe,tt0054172,,Art Direction: Ted Haworth; Set Decoration: William Kiernan,
1960,Best Production Design,Spartacus,tt0054331,TRUE,"Art Direction: Alexander Golitzen, Eric Orbom; Set Decoration: Russell A. Gausman, Julia Heron",
1960,Best Production Design,Sunrise at Campobello,tt0054354,,Art Direction: Edward Carrere; Set Decoration: George James Hopkins,
1960,Best Short Film,Beyond Silence,tt0053649,,United States Information Agency,
1960,Best Short Film,A City Called Copenhagen,tt0053685,,"Statens Filmcentral, The Danish Government Film Office",
1960,Best Short Film,George Grosz' Interregnum,tt0053858,,"Charles Carey and Altina Carey, Producers",
1960,Best Short Film,Giuseppina,tt0053866,TRUE,"James Hill, Producer",
1960,Best Short Film,Universe,tt0054429,,"Colin Low, Producer",
1960,Best Short Film,Goliath II,tt0053875,,"Walt Disney, Producer",
1960,Best Short Film,High Note,tt0053909,,Warner Bros.,
1960,Best Short Film,Mouse and Garden,tt0054096,,Warner Bros.,
1960,Best Short Film,Munro,tt0054100,TRUE,"William L. Snyder, Producer",
1960,Best Short Film,A Place in the Sun,tt0054186,,"Frantisek Vystrecil, Producer",
1960,Best Short Film,The Creation of Woman,tt0053737,,"Charles F. Schwep and Ismail Merchant, Producers",
1960,Best Short Film,Day of the Painter,tt0053753,TRUE,"Ezra R. Baker, Producer",
1960,Best Short Film,Islands of the Sea,tt0053956,,"Walt Disney, Producer",
1960,Best Short Film,A Sport Is Born,tt0054335,,"Leslie Winik, Producer",
1960,Best Sound,The Alamo,tt0053580,TRUE,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director; and Todd-AO Sound Department, Fred Hynes, Sound Director",
1960,Best Sound,The Apartment,tt0053604,,"Samuel Goldwyn Studio Sound Department, Gordon E. Sawyer, Sound Director",
1960,Best Sound,Cimarron,tt0053715,,"Metro-Goldwyn-Mayer Studio Sound Department, Franklin E. Milton, Sound Director",
1960,Best Sound,Pepe,tt0054172,,"Columbia Studio Sound Department, Charles Rice, Sound Director",
1960,Best Sound,Sunrise at Campobello,tt0054354,,"Warner Bros. Studio Sound Department, George R. Groves, Sound Director",
